#(id,length,speed,channel,from,to,isDuplex)
(5081,13,7,5,42,62,1)
(5082,21,4,5,43,44,1)
(5083,23,6,2,43,63,1)
(5084,18,2,5,44,45,1)
(5085,20,2,4,44,64,1)
(5086,17,6,4,45,46,1)
(5087,15,4,1,45,65,1)
(5088,17,4,1,46,47,1)
(5089,13,2,1,46,66,1)
(5090,15,3,1,47,48,1)
(5091,14,7,4,47,67,1)
(5092,21,5,5,48,49,1)
(5093,10,7,5,48,68,1)
(5094,17,6,1,49,50,1)
(5095,19,4,1,49,69,1)
(5096,13,4,1,50,51,1)
(5097,14,2,3,50,70,1)
(5098,21,3,1,51,52,1)
(5099,17,1,1,51,71,1)
(5100,15,8,3,52,53,1)
(5101,24,8,2,52,72,1)
(5102,17,2,3,53,54,1)
(5103,11,5,3,53,73,1)
(5104,11,1,3,54,55,1)
(5105,22,7,2,54,74,1)
(5106,11,6,3,55,56,1)
(5107,19,5,2,55,75,1)
(5108,23,5,3,56,57,1)
(5109,13,2,2,56,76,1)
(5110,15,8,2,57,58,1)
(5111,22,7,1,57,77,1)
(5112,22,4,5,58,59,1)
(5113,10,4,1,58,78,1)
(5114,22,2,2,59,60,1)
(5115,15,1,1,59,79,1)
(5116,20,2,3,60,80,1)
(5117,22,1,2,61,62,1)
(5118,19,2,2,61,81,1)
(5119,19,8,5,62,63,1)
(5120,15,6,5,62,82,1)
(5121,22,4,4,63,64,1)
(5122,13,2,3,63,83,1)
(5123,13,2,3,64,65,1)
(5124,22,4,1,64,84,1)
(5125,19,3,3,65,66,1)
(5126,12,4,3,65,85,1)
(5127,19,1,5,66,67,1)
(5128,22,4,1,66,86,1)
(5129,17,7,2,67,68,1)
(5130,19,4,3,67,87,1)
(5131,18,8,2,68,69,1)
(5132,19,4,2,68,88,1)
(5133,14,7,5,69,70,1)
(5134,12,7,5,69,89,1)
(5135,22,3,4,70,71,1)
(5136,17,2,3,70,90,1)
(5137,21,1,4,71,72,1)
(5138,21,4,1,71,91,1)
(5139,14,7,3,72,73,1)
(5140,12,5,3,72,92,1)
(5141,12,4,3,73,74,1)
(5142,17,2,2,73,93,1)
(5143,17,4,3,74,75,1)
(5144,20,3,1,74,94,1)
(5145,15,2,3,75,76,1)
(5146,22,1,2,75,95,1)
(5147,13,1,3,76,77,1)
(5148,23,2,1,76,96,1)
(5149,16,5,5,77,78,1)
(5150,15,2,5,77,97,1)
(5151,18,5,4,78,79,1)
(5152,22,2,1,78,98,1)
(5153,23,2,3,79,80,1)
(5154,16,6,1,79,99,1)
(5155,12,2,1,80,100,1)
(5156,14,8,1,81,82,1)
(5157,14,3,4,81,101,1)
(5158,23,3,5,82,83,1)
(5159,21,3,3,82,102,1)
(5160,24,2,5,83,84,1)
(5161,19,2,3,83,103,1)
(5162,13,3,2,84,85,1)
(5163,15,8,1,84,104,1)
(5164,15,7,2,85,86,1)
(5165,21,7,1,85,105,1)
(5166,17,2,2,86,87,1)
(5167,15,8,4,86,106,1)
(5168,21,1,4,87,88,1)
(5169,21,1,5,87,107,1)
(5170,21,6,2,88,89,1)
(5171,22,4,3,88,108,1)
(5172,19,6,2,89,90,1)
(5173,18,6,2,89,109,1)
(5174,20,6,4,90,91,1)
(5175,18,1,1,90,110,1)
(5176,20,8,5,91,92,1)
(5177,21,5,5,91,111,1)
(5178,11,7,1,92,93,1)
(5179,24,8,3,92,112,1)
(5180,14,4,1,93,94,1)
(5181,15,5,4,93,113,1)
(5182,13,7,3,94,95,1)
(5183,12,2,4,94,114,1)
(5184,11,7,1,95,96,1)
(5185,23,5,4,95,115,1)
(5186,12,4,2,96,97,1)
(5187,13,4,3,96,116,1)
(5188,14,7,4,97,98,1)
(5189,21,1,1,97,117,1)
(5190,22,3,5,98,99,1)
(5191,23,6,2,98,118,1)
(5192,19,4,5,99,100,1)
(5193,21,7,2,99,119,1)
(5194,20,5,5,100,120,1)
(5195,19,5,3,101,102,1)
(5196,15,5,1,101,121,1)
(5197,15,7,1,102,103,1)
(5198,16,2,1,102,122,1)
(5199,23,5,4,103,104,1)
(5200,24,2,3,103,123,1)
(5201,16,6,2,104,105,1)
(5202,10,5,1,104,124,1)
(5203,24,3,5,105,106,1)
(5204,21,7,5,105,125,1)
(5205,10,4,1,106,107,1)
(5206,23,4,3,106,126,1)
(5207,23,5,5,107,108,1)
(5208,24,3,1,107,127,1)
(5209,18,5,2,108,109,1)
(5210,19,2,3,108,128,1)
(5211,17,4,4,109,110,1)
(5212,16,1,2,109,129,1)
(5213,11,7,1,110,111,1)
(5214,20,6,5,110,130,1)
(5215,14,5,5,111,112,1)
(5216,20,8,5,111,131,1)
(5217,10,2,4,112,113,1)
(5218,18,6,5,112,132,1)
(5219,19,2,3,113,114,1)
(5220,23,7,5,113,133,1)
(5221,11,7,4,114,115,1)
(5222,21,6,5,114,134,1)
(5223,23,1,3,115,116,1)
(5224,14,6,1,115,135,1)
(5225,11,8,5,116,117,1)
(5226,15,3,2,116,136,1)
(5227,16,5,2,117,118,1)
(5228,11,3,2,117,137,1)
(5229,13,6,1,118,119,1)
(5230,22,4,1,118,138,1)
(5231,20,5,3,119,120,1)
(5232,21,7,4,119,139,1)
(5233,19,6,4,120,140,1)
(5234,12,4,5,121,122,1)
(5235,11,8,3,121,141,1)
(5236,24,5,3,122,123,1)
(5237,19,6,1,122,142,1)
(5238,24,7,4,123,124,1)
(5239,24,3,2,123,143,1)
(5240,18,5,1,124,125,1)
(5241,23,8,3,124,144,1)
(5242,16,6,5,125,126,1)
(5243,18,8,4,125,145,1)
(5244,14,4,1,126,127,1)
(5245,23,7,4,126,146,1)
(5246,10,5,3,127,128,1)
(5247,16,5,5,127,147,1)
(5248,24,8,4,128,129,1)
(5249,22,3,5,128,148,1)
(5250,10,7,3,129,130,1)
(5251,23,4,3,129,149,1)
(5252,18,6,4,130,131,1)
(5253,13,4,4,130,150,1)
(5254,21,6,1,131,132,1)
(5255,15,1,4,131,151,1)
(5256,11,4,1,132,133,1)
(5257,14,2,2,132,152,1)
(5258,14,6,2,133,134,1)
(5259,12,2,1,133,153,1)
(5260,18,5,1,134,135,1)
(5261,22,8,4,134,154,1)
(5262,19,1,4,135,136,1)
(5263,19,4,2,135,155,1)
(5264,18,8,5,136,137,1)
(5265,23,7,2,136,156,1)
(5266,14,1,3,137,138,1)
(5267,20,2,4,137,157,1)
(5268,12,1,3,138,139,1)
(5269,19,3,2,138,158,1)
(5270,19,2,3,139,140,1)
(5271,11,4,2,139,159,1)
(5272,23,6,1,140,160,1)
(5273,15,7,3,141,142,1)
(5274,18,4,1,141,161,1)
(5275,14,2,1,142,143,1)
(5276,15,5,2,142,162,1)
(5277,22,3,2,143,144,1)
(5278,24,6,1,143,163,1)
(5279,22,7,3,144,145,1)
(5280,12,6,2,144,164,1)
(5281,18,3,3,145,146,1)
(5282,22,1,3,145,165,1)
(5283,24,4,1,146,147,1)
(5284,12,1,4,146,166,1)
(5285,12,5,1,147,148,1)
(5286,21,1,1,147,167,1)
(5287,17,7,5,148,149,1)
(5288,11,2,4,148,168,1)
(5289,15,5,3,149,150,1)
(5290,23,3,1,149,169,1)
(5291,12,8,1,150,151,1)
(5292,10,2,3,150,170,1)
(5293,19,3,2,151,152,1)
(5294,16,5,2,151,171,1)
(5295,19,7,1,152,153,1)
(5296,24,8,2,152,172,1)
(5297,12,8,4,153,154,1)
(5298,17,7,1,153,173,1)
(5299,10,7,3,154,155,1)
(5300,14,8,1,154,174,1)
(5301,17,5,1,155,156,1)
(5302,20,1,1,155,175,1)
(5303,12,8,2,156,157,1)
(5304,14,2,4,156,176,1)
(5305,11,1,5,157,158,1)
(5306,24,6,1,157,177,1)
(5307,19,7,3,158,159,1)
(5308,15,4,1,158,178,1)
(5309,20,4,3,159,160,1)
(5310,15,5,2,159,179,1)
(5311,16,3,2,160,180,1)
(5312,11,2,4,161,162,1)
(5313,11,2,1,161,181,1)
(5314,14,5,5,162,163,1)
(5315,23,5,3,162,182,1)
(5316,17,6,2,163,164,1)
(5317,15,8,3,163,183,1)
(5318,17,2,4,164,165,1)
(5319,15,4,1,164,184,1)
(5320,23,3,3,165,166,1)
(5321,17,1,5,165,185,1)
(5322,12,6,3,166,167,1)
(5323,18,3,1,166,186,1)
(5324,13,2,5,167,168,1)
(5325,17,7,5,167,187,1)
(5326,11,1,3,168,169,1)
(5327,21,6,3,168,188,1)
(5328,21,7,2,169,170,1)
(5329,11,1,5,169,189,1)
(5330,13,2,5,170,171,1)
(5331,24,3,2,170,190,1)
(5332,20,7,2,171,172,1)
(5333,20,6,2,171,191,1)
(5334,16,1,2,172,173,1)
(5335,14,7,5,172,192,1)
(5336,22,2,3,173,174,1)
(5337,15,6,1,173,193,1)
(5338,19,1,3,174,175,1)
(5339,23,8,4,174,194,1)
(5340,15,5,5,175,176,1)
(5341,22,4,4,175,195,1)
(5342,20,1,4,176,177,1)
(5343,17,4,1,176,196,1)
(5344,15,6,5,177,178,1)
(5345,10,5,4,177,197,1)
(5346,14,4,3,178,179,1)
(5347,20,1,3,178,198,1)
(5348,10,3,5,179,180,1)
(5349,14,4,5,179,199,1)
(5350,15,7,5,180,200,1)
(5351,18,5,4,181,182,1)
(5352,14,7,1,181,201,1)
(5353,21,2,4,182,183,1)
(5354,16,2,1,182,202,1)
(5355,18,7,1,183,184,1)
(5356,19,8,5,183,203,1)
(5357,19,5,5,184,185,1)
(5358,15,3,3,184,204,1)
(5359,24,1,2,185,186,1)
(5360,19,7,5,185,205,1)
(5361,11,5,5,186,187,1)
(5362,13,7,4,186,206,1)
(5363,21,1,2,187,188,1)
(5364,14,2,5,187,207,1)
(5365,13,2,4,188,189,1)
(5366,22,6,3,188,208,1)
(5367,23,1,5,189,190,1)
(5368,21,6,2,189,209,1)
(5369,11,7,1,190,191,1)
(5370,12,3,1,190,210,1)
(5371,14,5,4,191,192,1)
(5372,23,1,3,191,211,1)
(5373,10,7,1,192,193,1)
(5374,11,2,2,192,212,1)
(5375,18,7,5,193,194,1)
(5376,23,3,4,193,213,1)
(5377,22,1,2,194,195,1)
(5378,10,8,5,194,214,1)
(5379,18,3,1,195,196,1)
(5380,19,5,5,195,215,1)
(5381,12,5,5,196,197,1)
(5382,11,7,5,196,216,1)
(5383,20,8,2,197,198,1)
(5384,13,2,1,197,217,1)
(5385,17,6,4,198,199,1)
(5386,20,2,2,198,218,1)
(5387,22,5,1,199,200,1)
(5388,18,3,2,199,219,1)
(5389,20,6,2,200,220,1)
(5390,19,8,1,201,202,1)
(5391,11,5,5,201,221,1)
(5392,11,3,3,202,203,1)
(5393,22,8,3,202,222,1)
(5394,11,3,3,203,204,1)
(5395,18,7,2,203,223,1)
(5396,24,5,4,204,205,1)
(5397,10,1,1,204,224,1)
(5398,12,5,1,205,206,1)
(5399,18,5,3,205,225,1)
(5400,22,8,3,206,207,1)
(5401,11,8,1,206,226,1)
(5402,10,1,2,207,208,1)
(5403,11,3,4,207,227,1)
(5404,22,4,2,208,209,1)
(5405,19,5,5,208,228,1)
(5406,12,4,4,209,210,1)
(5407,22,5,1,209,229,1)
(5408,14,6,3,210,211,1)
(5409,12,8,1,210,230,1)
(5410,23,3,4,211,212,1)
(5411,11,5,2,211,231,1)
(5412,15,2,2,212,213,1)
(5413,13,8,4,212,232,1)
(5414,15,6,3,213,214,1)
(5415,24,5,2,213,233,1)
(5416,24,2,2,214,215,1)
(5417,10,6,4,214,234,1)
(5418,17,5,3,215,216,1)
(5419,13,1,2,215,235,1)
(5420,24,8,2,216,217,1)
(5421,15,8,3,216,236,1)
(5422,22,6,5,217,218,1)
(5423,18,4,5,217,237,1)
(5424,21,2,5,218,219,1)
(5425,18,2,4,218,238,1)
(5426,15,3,3,219,220,1)
(5427,13,8,1,219,239,1)
(5428,18,2,3,220,240,1)
(5429,18,5,1,221,222,1)
(5430,13,5,2,221,241,1)
(5431,23,1,4,222,223,1)
(5432,19,8,2,222,242,1)
(5433,16,2,2,223,224,1)
(5434,16,1,3,223,243,1)
(5435,15,8,3,224,225,1)
(5436,15,3,1,224,244,1)
(5437,11,5,4,225,226,1)
(5438,22,3,2,225,245,1)
(5439,15,2,2,226,227,1)
(5440,14,1,2,226,246,1)
(5441,16,3,5,227,228,1)
(5442,22,3,4,227,247,1)
(5443,22,4,3,228,229,1)
(5444,18,5,4,228,248,1)
(5445,23,4,1,229,230,1)
(5446,13,4,4,229,249,1)
(5447,18,8,2,230,231,1)
(5448,15,5,5,230,250,1)
(5449,19,8,5,231,232,1)
(5450,17,8,2,231,251,1)
(5451,24,6,5,232,233,1)
(5452,15,7,3,232,252,1)
(5453,23,2,5,233,234,1)
(5454,13,1,1,233,253,1)
(5455,17,6,1,234,235,1)
(5456,13,2,5,234,254,1)
(5457,22,8,3,235,236,1)
(5458,23,7,5,235,255,1)
(5459,18,7,4,236,237,1)
(5460,22,4,4,236,256,1)
(5461,22,3,3,237,238,1)
(5462,16,4,3,237,257,1)
(5463,13,5,2,238,239,1)
(5464,12,7,2,238,258,1)
(5465,11,3,4,239,240,1)
(5466,23,8,4,239,259,1)
(5467,14,7,1,240,260,1)
(5468,17,5,2,241,242,1)
(5469,14,4,5,241,261,1)
(5470,18,7,2,242,243,1)
(5471,24,5,4,242,262,1)
(5472,10,8,3,243,244,1)
(5473,10,4,1,243,263,1)
(5474,15,3,1,244,245,1)
(5475,16,2,4,244,264,1)
(5476,13,4,4,245,246,1)
(5477,24,4,1,245,265,1)
(5478,19,3,3,246,247,1)
(5479,19,4,5,246,266,1)
(5480,24,6,5,247,248,1)
(5481,20,2,1,247,267,1)
(5482,20,3,4,248,249,1)
(5483,15,1,4,248,268,1)
(5484,11,5,4,249,250,1)
(5485,10,6,3,249,269,1)
(5486,12,1,1,250,251,1)
(5487,13,1,3,250,270,1)
(5488,24,4,2,251,252,1)
(5489,13,8,3,251,271,1)
(5490,18,4,2,252,253,1)
(5491,15,3,4,252,272,1)
(5492,23,8,2,253,254,1)
(5493,24,5,2,253,273,1)
(5494,23,6,1,254,255,1)
(5495,22,3,1,254,274,1)
(5496,22,5,4,255,256,1)
(5497,20,3,2,255,275,1)
(5498,13,4,3,256,257,1)
(5499,15,4,1,256,276,1)
(5500,17,5,4,257,258,1)
(5501,24,7,2,257,277,1)
(5502,22,4,2,258,259,1)
(5503,10,5,3,258,278,1)
(5504,20,5,2,259,260,1)
(5505,10,5,1,259,279,1)
(5506,24,6,3,260,280,1)
(5507,20,4,3,261,262,1)
(5508,14,2,3,261,281,1)
(5509,21,2,1,262,263,1)
(5510,12,7,5,262,282,1)
(5511,10,7,4,263,264,1)
(5512,16,2,4,263,283,1)
(5513,10,3,4,264,265,1)
(5514,20,2,1,264,284,1)
(5515,10,4,3,265,266,1)
(5516,11,6,2,265,285,1)
(5517,16,7,3,266,267,1)
(5518,23,1,4,266,286,1)
(5519,13,5,5,267,268,1)
(5520,14,4,4,267,287,1)
(5521,10,1,2,268,269,1)
(5522,14,7,3,268,288,1)
(5523,16,4,5,269,270,1)
(5524,23,4,1,269,289,1)
(5525,11,6,1,270,271,1)
(5526,22,2,4,270,290,1)
(5527,15,6,1,271,272,1)
(5528,15,3,4,271,291,1)
(5529,18,5,2,272,273,1)
(5530,13,7,3,272,292,1)
(5531,15,5,5,273,274,1)
(5532,22,6,4,273,293,1)
(5533,17,5,5,274,275,1)
(5534,14,7,1,274,294,1)
(5535,10,7,2,275,276,1)
(5536,11,1,1,275,295,1)
(5537,23,4,1,276,277,1)
(5538,11,2,4,276,296,1)
(5539,10,5,2,277,278,1)
(5540,22,6,2,277,297,1)
(5541,12,5,4,278,279,1)
(5542,19,6,1,278,298,1)
(5543,17,4,5,279,280,1)
(5544,22,7,5,279,299,1)
(5545,22,2,2,280,300,1)
(5546,18,8,5,281,282,1)
(5547,24,6,5,281,301,1)
(5548,10,3,1,282,283,1)
(5549,11,6,3,282,302,1)
(5550,15,4,5,283,284,1)
(5551,12,8,5,283,303,1)
(5552,24,4,4,284,285,1)
(5553,16,4,3,284,304,1)
(5554,24,5,1,285,286,1)
(5555,10,1,5,285,305,1)
(5556,11,5,5,286,287,1)
(5557,10,4,4,286,306,1)
(5558,19,1,1,287,288,1)
(5559,13,8,4,287,307,1)
(5560,15,3,5,288,289,1)
(5561,21,2,2,288,308,1)
(5562,13,8,3,289,290,1)
(5563,11,3,4,289,309,1)
(5564,13,7,1,290,291,1)
(5565,23,3,1,290,310,1)
(5566,19,5,4,291,292,1)
(5567,10,4,4,291,311,1)
(5568,23,5,5,292,293,1)
(5569,21,7,5,292,312,1)
(5570,18,8,5,293,294,1)
(5571,20,4,4,293,313,1)
(5572,13,7,2,294,295,1)
(5573,14,8,3,294,314,1)
(5574,22,8,3,295,296,1)
(5575,19,7,1,295,315,1)
(5576,11,6,1,296,297,1)
(5577,20,5,3,296,316,1)
(5578,22,8,1,297,298,1)
(5579,16,3,4,297,317,1)
(5580,19,1,3,298,299,1)
(5581,13,7,3,298,318,1)
(5582,24,3,2,299,300,1)
(5583,12,8,3,299,319,1)
(5584,13,3,5,300,320,1)
(5585,12,6,2,301,302,1)
(5586,15,3,5,301,321,1)
(5587,24,5,5,302,303,1)
(5588,17,7,4,302,322,1)
(5589,24,3,3,303,304,1)
(5590,17,6,4,303,323,1)
(5591,17,4,3,304,305,1)
(5592,13,6,2,304,324,1)
(5593,23,2,4,305,306,1)
(5594,10,2,4,305,325,1)
(5595,14,6,3,306,307,1)
(5596,11,7,4,306,326,1)
(5597,11,1,5,307,308,1)
(5598,21,1,2,307,327,1)
(5599,23,1,3,308,309,1)
(5600,13,1,3,308,328,1)
(5601,16,8,5,309,310,1)
(5602,18,8,1,309,329,1)
(5603,23,8,1,310,311,1)
(5604,12,7,1,310,330,1)
(5605,21,4,2,311,312,1)
(5606,13,7,4,311,331,1)
(5607,20,4,2,312,313,1)
(5608,13,7,5,312,332,1)
(5609,19,1,5,313,314,1)
(5610,15,2,4,313,333,1)
(5611,24,4,2,314,315,1)
(5612,12,5,2,314,334,1)
(5613,16,6,5,315,316,1)
(5614,22,7,2,315,335,1)
(5615,11,2,1,316,317,1)
(5616,23,4,1,316,336,1)
(5617,10,8,3,317,318,1)
(5618,17,2,1,317,337,1)
(5619,12,7,3,318,319,1)
(5620,24,3,3,318,338,1)
(5621,16,2,2,319,320,1)
(5622,24,8,4,319,339,1)
(5623,22,2,2,320,340,1)
(5624,15,1,4,321,322,1)
(5625,10,6,5,321,341,1)
(5626,18,7,4,322,323,1)
(5627,20,2,4,322,342,1)
(5628,15,6,3,323,324,1)
(5629,14,5,5,323,343,1)
(5630,15,6,2,324,325,1)
(5631,14,2,5,324,344,1)
(5632,16,8,4,325,326,1)
(5633,14,7,3,325,345,1)
(5634,21,6,3,326,327,1)
(5635,17,3,5,326,346,1)
(5636,12,1,3,327,328,1)
(5637,17,7,5,327,347,1)
(5638,13,8,5,328,329,1)
(5639,24,1,2,328,348,1)
(5640,14,4,4,329,330,1)
(5641,11,1,4,329,349,1)
(5642,21,4,2,330,331,1)
(5643,24,1,2,330,350,1)
(5644,10,5,3,331,332,1)
(5645,14,6,5,331,351,1)
(5646,14,5,5,332,333,1)
(5647,10,5,2,332,352,1)
(5648,16,7,2,333,334,1)
(5649,24,2,3,333,353,1)
(5650,14,6,2,334,335,1)
(5651,15,5,5,334,354,1)
(5652,17,7,1,335,336,1)
(5653,12,3,5,335,355,1)
(5654,11,3,5,336,337,1)
(5655,19,7,1,336,356,1)
(5656,21,3,3,337,338,1)
(5657,18,7,5,337,357,1)
(5658,19,4,1,338,339,1)
(5659,13,6,2,338,358,1)
(5660,14,3,2,339,340,1)
(5661,18,6,4,339,359,1)
(5662,22,2,4,340,360,1)
(5663,24,4,3,341,342,1)
(5664,23,4,5,341,361,1)
(5665,21,5,4,342,343,1)
(5666,18,3,3,342,362,1)
(5667,24,5,1,343,344,1)
(5668,16,2,2,343,363,1)
(5669,11,1,5,344,345,1)
(5670,17,2,1,344,364,1)
(5671,14,1,4,345,346,1)
(5672,18,6,3,345,365,1)
(5673,24,3,3,346,347,1)
(5674,10,8,3,346,366,1)
(5675,13,2,4,347,348,1)
(5676,13,6,2,347,367,1)
(5677,15,7,3,348,349,1)
(5678,11,2,4,348,368,1)
(5679,14,5,3,349,350,1)
(5680,23,1,5,349,369,1)
(5681,13,5,4,350,351,1)
(5682,11,3,4,350,370,1)
(5683,17,3,4,351,352,1)
(5684,10,6,1,351,371,1)
(5685,15,7,4,352,353,1)
(5686,17,4,2,352,372,1)
(5687,14,7,4,353,354,1)
(5688,20,8,5,353,373,1)
(5689,15,8,1,354,355,1)
(5690,23,6,5,354,374,1)
(5691,12,4,3,355,356,1)
(5692,20,6,4,355,375,1)
(5693,12,7,3,356,357,1)
(5694,18,1,5,356,376,1)
(5695,14,7,5,357,358,1)
(5696,10,7,4,357,377,1)
(5697,22,1,3,358,359,1)
(5698,19,3,5,358,378,1)
(5699,15,4,2,359,360,1)
(5700,24,6,1,359,379,1)
(5701,18,1,5,360,380,1)
(5702,15,6,2,361,362,1)
(5703,23,2,4,361,381,1)
(5704,18,7,2,362,363,1)
(5705,16,4,3,362,382,1)
(5706,20,4,3,363,364,1)
(5707,18,2,3,363,383,1)
(5708,21,6,2,364,365,1)
(5709,23,7,4,364,384,1)
(5710,21,3,1,365,366,1)
(5711,20,1,4,365,385,1)
(5712,23,5,4,366,367,1)
(5713,16,3,4,366,386,1)
(5714,21,3,2,367,368,1)
(5715,23,4,1,367,387,1)
(5716,19,2,3,368,369,1)
(5717,23,2,1,368,388,1)
(5718,24,1,2,369,370,1)
(5719,18,6,1,369,389,1)
(5720,15,2,4,370,371,1)
(5721,22,1,5,370,390,1)
(5722,10,6,5,371,372,1)
(5723,13,8,2,371,391,1)
(5724,24,3,5,372,373,1)
(5725,21,1,3,372,392,1)
(5726,22,7,4,373,374,1)
(5727,13,3,5,373,393,1)
(5728,14,7,4,374,375,1)
(5729,11,3,4,374,394,1)
(5730,16,4,4,375,376,1)
(5731,13,7,3,375,395,1)
(5732,18,3,4,376,377,1)
(5733,21,5,4,376,396,1)
(5734,13,7,3,377,378,1)
(5735,23,7,1,377,397,1)
(5736,13,7,1,378,379,1)
(5737,22,4,4,378,398,1)
(5738,22,6,1,379,380,1)
(5739,16,2,2,379,399,1)
(5740,16,8,5,380,400,1)
(5741,20,8,3,381,382,1)
(5742,22,4,3,382,383,1)
(5743,22,7,2,383,384,1)
(5744,24,3,5,384,385,1)
(5745,10,4,3,385,386,1)
(5746,24,3,3,386,387,1)
(5747,21,3,5,387,388,1)
(5748,22,5,5,388,389,1)
(5749,18,8,3,389,390,1)
(5750,18,2,4,390,391,1)
(5751,19,4,2,391,392,1)
(5752,17,6,4,392,393,1)
(5753,13,5,3,393,394,1)
(5754,17,1,5,394,395,1)
(5755,13,4,5,395,396,1)
(5756,20,6,4,396,397,1)
(5757,11,5,5,397,398,1)
(5758,21,4,4,398,399,1)
(5759,16,8,5,399,400,1)
(5760,19,4,3,0,0,1)
